latitude,longitude,name,street address,tel
2.124590,102.492790,KLINIK KESIHATAN SUNGAI RAMBAI,"KM 32, Sungai Rambai, 77400 Sungai Rambai, Jasin, Melaka",06-2659526
2.136788,111.971916,KLINIK KESIHATAN DURIN,"Jln Durin, 96000 Sibu, Sibu, Sarawak",084-736108
2.146690,102.563380,KLINIK KESIHATAN SUNGAI MATI,"Lot 1052, Klinik Kesihatan Sg Mati, 84400 Serom, Ledang, Johor",06-9751054
2.151349,111.360155,KLINIK KESIHATAN TANJUNG MANIS,"Pekan Tanjung Manis, 96200 Daro, Daro, Sarawak",084-613236
2.151526,102.774849,KLINIK KESIHATAN PAGOH,"Batu 15, Jalan Muar ke Parit Sulong, 86100 Air Hitam, Muar, Johor",07-4212512
2.153660,102.428050,KLINIK KESIHATAN MERLIMAU,"Kampung Merlimau, Jalan Besar Merlimau, 77300 Merlimau, Jasin, Melaka",06-2631533
2.154350,103.907318,KLINIK KESIHATAN TENGGAROH II (FELDA),"JKR 839-P, 86800 Tenggaroh, Mersing, Johor",07-7911267
2.154940,111.255492,KLINIK KESIHATAN KUALA REJANG,"Kuala Rajang, 96250 Daro, Daro, Sarawak",084-612368
2.160050,102.342941,KLINIK KESIHATAN UMBAI,"Jalan Muar, 77300 Merlimau, Jasin, Melaka",06-2615610
2.164390,111.637140,KLINIK KESIHATAN BINTANGOR,"Pekan Bintagor, 96500 Bintangor, Meradong, Sarawak",084-693333
2.187290,102.271150,KLINIK KESIHATAN UJONG PASIR,"Jalan Ujong Pasir, 75000 Ujong Pasir, Melaka Tengah, Melaka",06-2867333
2.187405,103.195591,KLINIK KESIHATAN PALOH,"Lot 120, Jalan Klinik, 86600 Paloh, Kluang, Johor",07-7811059
2.194490,102.250080,KLINIK KESIHATAN JALAN GEREJA,"Jalan Gereja, 75500 Melaka, Melaka Tengah, Melaka",06-2824452
2.201313,102.238144,KLINIK KESIHATAN TENGKERA,"Jalan Dato Wira Poh Ah Tiam, Lorong Pandan, Tengkera, 75200 Melaka Tengah, Melaka Tengah, Melaka",06-3360176
2.204160,102.315680,KLINIK KESIHATAN AYER MOLEK,"Jalan Air Molek, 75460 Ayer Molek, Melaka Tengah, Melaka",06-2680333
2.208967,102.705691,KLINIK KESIHATAN GERSIK,"PTD 7800, 84700 Gersik, Ledang, Johor",06-9728780
2.215870,103.540750,KLINIK KESIHATAN KAHANG BATU 22,"Lot 96, Jalan Mersing Batu 22, 86700 Kahang, Kluang, Johor",07-7881229
2.218270,102.200530,KLINIK KESIHATAN KLEBANG BESAR,"Jalan Klebang Besar, 75200 Klebang Besar, Melaka Tengah, Melaka",06-3154144
2.222318,102.254434,KLINIK KESIHATAN PERINGGIT,"Jalan Peringgit, 75400 Melaka Tengah, Melaka Tengah, Melaka",06-2882344
2.223334,102.163330,KLINIK KESIHATAN TANJUNG KLING,"Batu 7 Pekan Tanjung Kling, 76400 Tanjung Kling, Melaka Tengah, Melaka",06-3511333
2.230560,111.214776,KLINIK KESIHATAN BELAWAI,"Belawai, 96200 Daro, Daro, Sarawak",084-815219
2.246420,111.841770,KLINIK KESIHATAN JALAN LANANG,"Poliklinik Lanang, Jln Ulu Lanang, 96000 Sibu, Sibu, Sarawak",084-210433
2.247360,103.041280,KLINIK KESIHATAN CHAAH,"Chaah, 85400 Segamat, Segamat, Johor",07-9261236
2.254529,102.179914,KLINIK KESIHATAN BUKIT RAMBAI,"Jalan Bukit Rambai, Bukit Rambai, 75250 Bukit Rambai, Melaka Tengah, Melaka",06-3512464
2.259210,102.831950,KLINIK KESIHATAN LENGA,"Lot 1507, Jalan Sg. Abong, 84000 Muar, Muar, Johor",06-9711445
2.266558,102.284026,KLINIK KESIHATAN AYER KEROH,"Jalan Ayer Keroh Lama, 75350 Melaka Tengah, Melaka Tengah, Melaka",06-2312344
2.267690,103.854530,KLINIK KESIHATAN JEMALUANG,"JKR 673, Jalan Kota Tinggi, 86800 Jemaluang, Mersing, Johor",07-7921271
2.274482,102.215104,KLINIK KESIHATAN CHENG,"Jalan Cheng, 75250 Cheng, Melaka Tengah, Melaka",06-3123333
2.275070,102.545590,KLINIK KESIHATAN PAYAMAS,"PT 1405, Klinik Kesihatan Payamas, Jalan Payamas, 84900 Tangkak, Ledang, Johor",06-9781861
2.280279,102.131551,KLINIK KESIHATAN SUNGAI UDANG,"Batu 11 1/2, 76300 Sungai Udang, Melaka Tengah, Melaka",06-3531333
2.298010,103.134180,KLINIK KESIHATAN BEKOK,"Jalan Gunung, 86500 Bekok, Segamat, Johor",07-9221241
2.300717,111.835370,KLINIK KESIHATAN JALAN OYA,"Oya, Jalan Oya, 96000 Sibu, Sibu, Sarawak",084-323355
2.302766,111.685774,KLINIK KESIHATAN BAWANG ASSAN,"Bawang Assan, 96000 Sibu, Sibu, Sarawak",084-801044
2.303595,102.611964,KLINIK KESIHATAN SAGIL,"PT 8814, Klinik Kesihatan Sagil, Jalan Segamat, 84020 Tangkak, Ledang, Johor",06-9772244
2.306740,102.430130,KLINIK KESIHATAN JASIN,"Pejabat Kesihatan Jasin, 77000 Jasin, Jasin, Melaka",06-5294636
2.310834,102.286363,KLINIK KESIHATAN DURIAN TUNGGAL,"KM 16, Padang Keladi, 76100 Durian Tunggal, Alor Gajah, Melaka",06-5531133
2.340830,112.324740,KLINIK KESIHATAN TEPUS,"Pekan Tepus (Batu 12, Jalan Sibu-Bintulu), 96000 Sibu, Selangau, Sarawak",084-315494
2.351160,102.404170,KLINIK KESIHATAN KEMENDOR,"Jalan Bunga Kertas, 77000 Jasin, Jasin, Melaka",06-5293330
2.351784,112.128064,KLINIK KESIHATAN SEKUAU,"Kampung Sekau (D/A Peg. Kesihatan Bahagian Sibu, Wisma Persekutuan, Persiaran Brooke), 96000 Sibu, Selangau, Sarawak",084-805193
2.356200,102.100600,KLINIK KESIHATAN MASJID TANAH,"Batu 18 1/2, Paya Rumput, 78300 Masjid Tanah, Alor Gajah, Melaka",06-3842533
2.358610,102.511710,KLINIK KESIHATAN SIMPANG BEKOH,"Kampung Simpang Bekoh, Jalan Besar, 77100 Asahan, Jasin, Melaka",06-5236033
2.359550,102.043680,KLINIK KESIHATAN KUALA SUNGAI BARU,"Pekan Kuala Sungai Baru, 78200 Kuala Sungai Baru, Alor Gajah, Melaka",06-3876333
2.360020,111.512610,KLINIK KESIHATAN NANGA SEMAH,"Nanga Semah, 96200 Daro, Daro, Sarawak",019-210006
2.363130,102.783940,KLINIK KESIHATAN BUKIT SERAMPANG,"Lot 4470, 85220 Bukit Serampang, Ledang, Johor",06-9776961
2.363141,102.783946,KLINIK KESIHATAN BUKIT GAMBIR,"Lot 11961, 84800 Gersik, Ledang, Johor",06-9762549
2.376670,102.338140,KLINIK KESIHATAN MACAP BARU,"KM 17, Kampung Macap Baru, 78000 Alor Gajah, Alor Gajah, Melaka",06-5252333
2.380430,103.018900,KLINIK KESIHATAN LABIS,"Jalan Muar, Jementah, 85300 Labis, Segamat, Johor",07-9251500
2.380440,102.392938,KLINIK KESIHATAN FELDA BUKIT SENGGEH,"Felda Bukit Senggeh, Asahan, 77100 Jasin, Jasin, Melaka",06-5228305
2.382600,113.349866,KLINIK KESIHATAN PUNAN BAH,"Kampung Punan Bah, 96800 Belaga, Belaga, Sarawak",084-461323
2.386458,103.712455,KLINIK KESIHATAN NITAR 1 (FELDA),"Jalan Merbah, 86800 Mersing, Mersing, Johor",07-7961633
2.387980,102.372540,KLINIK KESIHATAN SELANDAR,"Jalan Macap, 77500 Selandar, Jasin, Melaka",06-5251495
2.418420,111.252850,KLINIK KESIHATAN PALOH,"Kampung Paloh, 96200 Daro, Daro, Sarawak",084-8663409
2.426070,102.249160,KLINIK KESIHATAN PADANG SEBANG,"Batu 19 1/2, Kampung Padang Sebang, 78000 Alor Gajah, Alor Gajah, Melaka",06-5547932
2.429350,101.937120,KLINIK KESIHATAN PASIR PANJANG,"Pejabat Kesihatan, KM 2, Jalan Seremban, 71250 Port Dickson, Port Dickson, Negeri Sembilan",06-6619346
2.436755,103.834298,KLINIK KESIHATAN MERSING KANAN,"Lot 2464, Jalan Endau, 86800 Mersing, Mersing, Johor",07-7992005
2.437446,102.468998,KLINIK KESIHATAN NYALAS,"Kampung Nyalas, 77100 Jasin, Jasin, Melaka",06-5228306
2.439480,102.684640,KLINIK KESIHATAN JEMENTAH,"Jalan Muar, 85200 Jementah, Segamat, Johor",07-9471321
2.442639,102.300906,KLINIK KESIHATAN HUTAN PERCHA,"KM 35, Felda Tun Ghafar Baba, 78000 Alor Gajah, Alor Gajah, Melaka",06-5548224
2.461879,102.340260,KLINIK KESIHATAN TEBONG,"Tebong, 76100 Durian Tunggal, Alor Gajah, Melaka",05-4486716
2.463398,114.250335,KLINIK KESIHATAN LUSONG LAKU,"Kampung Lusong  Laku, 96800 Belaga, Belaga, Sarawak",086-464147
2.464490,111.954940,KLINIK KESIHATAN PASSAI SIONG,"Passai Siong (D/A Peg. Kesihatan Bahagian Sibu, Wisma Persekutuan, Persiaran Brooke), 96000 Sibu, Sibu, Sarawak",084-861200
2.465340,102.068100,KLINIK KESIHATAN LUBOK CHINA,"Pekan Lubok China, 78100 Lubok China, Alor Gajah, Melaka",06-6966475
2.472310,103.057980,KLINIK KESIHATAN PEKAN AIR PANAS,"Felda Pemanis, 85300 Pekan Air Panas, Segamat, Johor",07-9287009
2.482700,102.017370,KLINIK KESIHATAN LINGGI,"KM 2, Jalan Seremban, 71150 Port Dickson, Port Dickson, Negeri Sembilan",06-6970213
2.484110,102.235210,KLINIK KESIHATAN SEREMBAN,"Jalan Rasah, 70300 Seremban, Seremban, Negeri Sembilan",06-7679667
2.484500,102.234330,KLINIK KESIHATAN TAMPIN (JPL),"Tampin, 73009 Tampin, Tampin, Negeri Sembilan",06-4431806
2.494260,102.862820,KLINIK KESIHATAN BANDAR PUTRA,"Jalan Genuang, Bandar Putra, 85000 Bandar Putra, Segamat, Johor",07-9436099
2.494703,103.800974,KLINIK KESIHATAN TENGLU,"Lot 213, Jalan Endau, 86800 Tenglu, Mersing, Johor",07-7991276
2.505160,102.815340,KLINIK KESIHATAN SEGAMAT,"Jalan Muar, 85000 Segamat, Segamat, Johor",07-7931334
2.506840,102.118580,KLINIK KESIHATAN ASTANA RAJA,"JKR 401, Lot 1428 & 1429, Mukim Legong Hilir, 71350 Kota, Rembau, Negeri Sembilan",06-4382401
2.512020,111.433490,KLINIK KESIHATAN DARO,"Daro, 96200 Daro, Daro, Sarawak",084-823333
2.516680,102.484010,KLINIK KESIHATAN AIR KUNING,"Air Kuning, 73200 Gemenceh, Tampin, Negeri Sembilan",06-4478730
2.521770,102.157145,KLINIK KESIHATAN KOTA,"JKR 108, Lot 2157, Mukim Pekan Kota, 71350 Rembau, Rembau, Negeri Sembilan",06-4382251
2.527674,112.329110,KLINIK KESIHATAN SELANGAU,"KM 80, Jln Sibu/ Bintulu, Kampung Selangau, 96000 Selangau, Selangau, Sarawak",084-894320
2.528360,101.791810,KLINIK KESIHATAN PORT DICKSON,"KM 1, Jalan Seremban, 71000 Port Dickson, Port Dickson, Negeri Sembilan",06-6473333
2.532800,102.399700,KLINIK KESIHATAN GEMENCEH,"Gemenchih, 73200 Gemencheh, Tampin, Negeri Sembilan",06-4318304
2.534248,112.316249,KLINIK KESIHATAN LADANG SAWIT,"Kampung Ladang Sawit (D/A Pegawai Kesihatan Bahagian Mukah), 96400 Mukah, Mukah, Sarawak",084-805166
2.543024,113.032138,KLINIK KESIHATAN NANGA TAU,"Nanga Tau (Pej. Kesihatan Bahagian Bintulu , Lebuh Raya Abang Galau), 97000 Bintulu, Tatau, Sarawak",086-479707
2.544737,102.770492,KLINIK KESIHATAN BULOH KASAP,"Pekan Air Panas, Labis, 85010 Buluh Kasap, Segamat, Johor",07-9441241
2.575200,102.708160,KLINIK KESIHATAN BATU ANAM,"Jalan Bukit Cantik, Jalan Muar, 85100 Batu Anam, Segamat, Johor",07-9499249
2.576170,101.837600,KLINIK KESIHATAN LUKUT,"KM 10, Jalan Seremban, 71010 Lukut, Port Dickson, Negeri Sembilan",06-6511951
2.583694,112.049524,KLINIK KESIHATAN NANGA BAOH,"Kampung Nanga Baoh, 96300 Dalat, Dalat, Sarawak",011-257494
2.584250,102.604620,KLINIK KESIHATAN GEMAS,"Gemas, 73400 Gemas, Tampin, Negeri Sembilan",07-9482352
2.585760,102.093440,KLINIK KESIHATAN REMBAU,"JKR 493, Lot 93, Jalan Batu Hampar, Mukim Bandar Rembau, 71300 Rembau, Rembau, Negeri Sembilan",06-6852010
2.599870,102.901620,KLINIK KESIHATAN PEMANIS ,"Felda Pemanis, Jalan Tasik Alai, Buluh Kasap, 85009 Pemanis, Segamat, Johor",07-9456673
2.600580,101.961990,KLINIK KESIHATAN RANTAU,"Jalan Besar Rantau, 71200 Rantau, Seremban, Negeri Sembilan",06-6941274
2.601350,111.837040,KLINIK KESIHATAN RASSAU,"Batang Air, Kampung Rasau (D/A Peg. Kesihatan Bahagian Sibu, Wisma Persekutuan, Persiaran Brooke), 96000 Matu, Matu, Sarawak",010-8771382
2.608700,102.268900,KLINIK KESIHATAN JOHOL,"Klinik Kesihatan Johol, 73100 Johol, Kuala Pilah, Negeri Sembilan",06-4367239
2.619000,112.266990,KLINIK KESIHATAN NANGA TAROH,"Kampung Nanga Taroh (D/A Peg. Kesihatan Bahagian Mukah), 96400 Ng. Baoh, Mukah, Sarawak",011-257484
2.629170,102.062240,KLINIK KESIHATAN PEDAS,"JKR 437, Lot 4056, Pekan Pedas, 71400 Rembau, Rembau, Negeri Sembilan",06-6851306
2.633915,111.295032,KLINIK KESIHATAN BETANAK,"Betanak, 96200 Daro, Daro, Sarawak",019-8367446
2.634457,113.151526,KLINIK KESIHATAN KAKUS,"Kakus (Pej. Kesihatan Bahagian Bintulu, Lebuh Raya Abang Galau), 97000 Tatau, Bintulu, Sarawak",086-474302
2.635692,111.709433,KLINIK KESIHATAN NANGA PASSIN,"Kampung Nanga Passin (D/A Peg. Kesihatan Bahagian Sibu, Wisma Persekutuan, Persiaran Brooke, Sibu), 96000 Matu, Matu, Sarawak",017-2100009/ 011-213
2.638119,111.515198,KLINIK KESIHATAN TIAN,"Kampung Tian, 96250 Matu, Matu, Sarawak",084-832733
2.643170,101.743420,KLINIK KESIHATAN BUKIT PELANDUK,"Pejabat Kesihatan, KM 2, Jalan Seremban, 71960 Port Dickson, Port Dickson, Negeri Sembilan",06-6581964
2.644631,101.718489,KLINIK KESIHATAN SUNGAI PELEK,"436, Jalan Sg Pelek, 43950 Sepang, Sepang, Selangor",03-31411242
2.645860,102.488900,KLINIK KESIHATAN JELAI,"Jelai, 73480 Gemas, Tampin, Negeri Sembilan",06-4347488
2.649800,103.623310,KLINIK KESIHATAN ENDAU,"Lot 427, Jalan Sekolah, 86900 Endau, Mersing, Johor",07-7943214
2.663542,102.415984,KLINIK KESIHATAN BUKIT ROKAN UTARA,"Bukit Rokan Utara, 73200 Gemencheh, Tampin, Negeri Sembilan",06-4512600
2.665583,101.551437,KLINIK KESIHATAN TANJUNG SEPAT,"Tanjung Sepat, 42700 Banting, Kuala Langat, Selangor",03-31972880
2.668110,102.145620,KLINIK KESIHATAN GUNUNG PASIR,"Klinik Kesihatan Gunung Pasir, 71550 Sri Menanti, Kuala Pilah, Negeri Sembilan",06-4979245
2.670730,103.613860,KLINIK KESIHATAN TANJUNG GEMOK,"Tanjung Gemok, 26800 Kuala Rompin, Rompin, Pahang",09-4132510
2.675341,111.532523,KLINIK KESIHATAN MATU,"Pekan Matu, 96000 Matu, Matu, Sarawak",084-832236
2.679110,101.845990,KLINIK KESIHATAN SENDAYAN ,"Felda Sendayan, 71950 Sendayan, Seremban, Negeri Sembilan",06-7922073
2.687101,102.949297,KLINIK KESIHATAN PERWIRA JAYA,"Wakil Pos, Bandar 19, 85070 Segamat, Rompin, Pahang",09-4371176
2.687318,111.934802,KLINIK KESIHATAN MEDONG,"Desa Medong, 96300 Dalat, Mukah, Sarawak",084-866236
2.689430,101.750140,KLINIK KESIHATAN SEPANG,"Sepang, 43900 Sepang, Sepang, Selangor",03-31422785
2.691910,101.988380,KLINIK KESIHATAN SENAWANG,"Persiaran Senawang 2, 70450 Seremban, Seremban, Negeri Sembilan",06-6766000
2.705770,102.253180,KLINIK KESIHATAN SENALING,"Klinik Kesihatan Senaling, 72000 Kuala Pilah, Kuala Pilah, Negeri Sembilan",06-4814479
2.706119,101.907688,KLINIK KESIHATAN SEREMBAN 2,"Jalan S2 A2, 70300 Seremban 2, Seremban, Negeri Sembilan",06-6033700
2.706620,113.782980,KLINIK KESIHATAN BELAGA,"Pekan Kecil Belaga, 96800 Belaga, Belaga, Sarawak",086-461323
2.709031,111.369778,KLINIK KESIHATAN BRUIT,"Bruit, 96200 Mukah, Daro, Sarawak",017-2100000
2.710470,111.463300,KLINIK KESIHATAN KUALA MATU,"Kampung Kuala Matu, 96250 Matu, Matu, Sarawak",084-807618
2.723670,101.987460,KLINIK KESIHATAN AMPANGAN,"KM 4, Jalan Seremban-Kuala Pilah, 70400 Seremban, Seremban, Negeri Sembilan",06-6788986
2.736190,112.662000,KLINIK KESIHATAN SUNGAI ARIP,"Kampung Sungai Arip (D/A Peg. Kesihatan Bahagian Sibu, Wisma Persekutuan, Persiaran Brooke), 96000 Sibu, Selangau, Sarawak",086-469603
2.737180,102.248940,KLINIK KESIHATAN KUALA PILAH,"Klinik Kesihatan Kuala Pilah, 72000 Kuala Pilah, Kuala Pilah, Negeri Sembilan",06-4842844
2.739262,111.304668,KLINIK KESIHATAN TEKAJONG,"Kampung Tekajong, 96200 Daro, Daro, Sarawak",019-8364561
2.741710,102.134590,KLINIK KESIHATAN TERACHI,"Terachi, 71550 Tanjong Ipoh, Kuala Pilah, Negeri Sembilan",06-4887202
2.741800,102.647130,"KLINIK KESIHATAN PALONG 4,5,6","Klinik Kesihatan Palong 4,5,6, 73430 Gemas, Jempol, Negeri Sembilan",06-4666433
2.745346,101.961609,KLINIK KESIHATAN DESA RHU,"Desa Rhu, 70400 Seremban, Seremban, Negeri Sembilan",06-7645561
2.765567,112.975837,KLINIK KESIHATAN SANGAN,"Sangan (Pen. Peg. Perubatan Kanan, Pej. Kesihatan Bahagian Bintulu, Lebuh Raya Abang Galau), 97000 Tatau, Tatau, Sarawak",086-581047/ 086-3262
2.766390,101.764900,KLINIK KESIHATAN KLIA,"Jijan, 71800 Nilai, Seremban, Negeri Sembilan",06-7913352
2.784380,102.581050,"KLINIK KESIHATAN PALONG 9, 10 & 11","JKR 861, Klinik Kesihatan Palong 9,10,11, 73430 Gemas, Jempol, Negeri Sembilan",06-4668419
2.788981,101.488450,KLINIK KESIHATAN KANCHUNG DARAT,"Jalan Durian, Kanchung Darat, 42700 Kuala Langat, Kuala Langat, Selangor",03-31871934
2.789722,101.749167,KLINIK KESIHATAN SALAK,"117, Jalan Salak, 43900 Sepang, Sepang, Selangor",03-87069001
2.790860,101.521740,KLINIK KESIHATAN SUNGAI LANG,"Kampung Sungai Lang, 42700 Banting, Kuala Langat, Selangor",03-31803739
2.793340,102.302910,KLINIK KESIHATAN JUASSEH,"Klinik Kesihatan Juasseh, 72500 Batu Kikir, Kuala Pilah, Negeri Sembilan",06-4981581
2.801470,103.480480,KLINIK KESIHATAN ROMPIN,"Rompin, 26800 Kuala Rompin, Rompin, Pahang",09-4145333
2.802610,101.798290,KLINIK KESIHATAN NILAI,"Nilai Square, 71800 Nilai, Seremban, Negeri Sembilan",06-7991282
2.803579,102.378073,KLINIK KESIHATAN BAHAU,"Klinik Kesihatan Bahau, 72100 Bahau, Jempol, Negeri Sembilan",06-4541234
2.817160,104.158310,KLINIK KESIHATAN TEKEK,"Tekek, Pulau Tioman, 86800 Tioman, Rompin, Pahang",09-4191880
2.819472,101.518006,KLINIK KESIHATAN TELOK DATOK,"Jalan Pegawai, 42700 Banting, Kuala Langat, Selangor",03-31871117
2.822010,102.667300,KLINIK KESIHATAN PALONG 7 & 8 (FELDA),"Klinik Kesihatan Palong 7 & 8, 73430 Gemas, Jempol, Negeri Sembilan",06-4645549
2.822030,111.710030,KLINIK KESIHATAN KUALA IGAN,"Kampung Igan, 96300 Daro, Matu, Sarawak",084-848306
2.824880,101.893150,KLINIK KESIHATAN MANTIN,"Jalan Besar Mantin, 71700 Mantin, Seremban, Negeri Sembilan",06-7581242
2.827310,101.620490,KLINIK KESIHATAN BUKIT CHANGGANG,"Bukit Changgang, 42700 Banting, Kuala Langat, Selangor",03-31491355
2.842977,101.441292,KLINIK KESIHATAN KAMPUNG BANDAR,"Jalan Kurai, Chendoi, 42700 Banting, Kuala Langat, Selangor",03-31201333
2.857706,102.984424,KLINIK KESIHATAN CHANIS,"Chanis, 26700 Muadzam Shah, Rompin, Pahang",09-4471106
2.858519,111.877221,KLINIK KESIHATAN KUALA OYA,"Kampung Kuala Oya, 96300 Dalat, Dalat, Sarawak",084-865231
2.859190,102.270700,KLINIK KESIHATAN PADANG LEBAR,"Klinik Kesihatan Padang Lebar, 72200 Batu Kikir, Kuala Pilah, Negeri Sembilan",06-4982667
2.859739,101.681697,KLINIK KESIHATAN DENGKIL,"Batu 30 Jalan Kajang, 43800 Dengkil, Sepang, Selangor",03-87686355
2.867170,101.936750,KLINIK KESIHATAN LENGGENG,"Lenggeng, 71750 Lenggeng, Seremban, Negeri Sembilan",03-87667499
2.877959,101.500299,KLINIK KESIHATAN JENJAROM,"Jenjorom, Kuala Langat, Jalan Besar, 42700 Banting, Kuala Langat, Selangor",03-31913066
2.881340,112.854310,KLINIK KESIHATAN TATAU,"Pekan Tatau, 97000 Bintulu, Tatau, Sarawak",086-584619
2.887998,101.871355,KLINIK KESIHATAN BERANANG,"Jalan Seremban, 43700 Beranang, Hulu Langat, Selangor",03-87667577
2.888280,101.792413,KLINIK KESIHATAN BANDAR SERI PUTRA,"Jalan 1/9, Bandar Seri Putra, 43000 Kajang, Hulu Langat, Selangor",03-89258592
2.897900,102.394580,KLINIK KESIHATAN BANDAR SERI JEMPOL,"Klinik Kesihatan Bandar Seri Jempol, 72120 Bandar Seri Jempol, Jempol, Negeri Sembilan",06-4581667
2.904100,102.899880,KLINIK KESIHATAN BANDAR TUN ABDUL RAZAK,"Bandar Tun Razak, 26900 Bandar Tun Razak, Rompin, Pahang",09-4457297
2.905090,101.467690,KLINIK KESIHATAN TELOK PANGLIMA GARANG,"Telok Panglima Garang, 42500 Banting, Kuala Langat, Selangor",03-31227433
2.912270,101.487820,KLINIK KESIHATAN BATU 10 KEBUN BARU,"Jalan Dato' Kasman, Batu 10, Teluk Panglima Garang, 42500 Banting, Kuala Langat, Selangor",03-31220943
2.916149,101.683791,KLINIK KESIHATAN PUTRAJAYA PRESINT 13,"Lot 3C4, 26 Boulevard, 62675 Putrajaya, Putrajaya, WP Putrajaya",03-88880241
2.918260,113.915950,KLINIK KESIHATAN UMA SAMBOP,"Kampung Uma Sambop, 96800 Belaga, Belaga, Sarawak",086-485165
2.931568,112.541108,KLINIK KESIHATAN BALINGIAN,"Balingan (D/A Peg. Kesihatan Bahagian Mukah), 96400 Mukah, Mukah, Sarawak",084-484146
2.935412,101.773739,KLINIK KESIHATAN BANDAR BARU BANGI,"Jalan Persiaran 3, Seksyen 3, 43650 Bandar Baru Bangi, Hulu Langat, Selangor",03-89258707
2.937778,101.324722,KLINIK KESIHATAN PULAU INDAH,"PT 8805, JKR 1353, Jalan Rahmat, 42920 Klang, Klang, Selangor",03-31012035
2.941017,101.456183,KLINIK KESIHATAN SIJANGKANG,"Jalan Sekolah, Batu 1, Kg Sijangkang, 42500 Banting, Kuala Langat, Selangor",03-31226686
2.941260,101.676280,KLINIK KESIHATAN PUTRAJAYA PRESINT 9,"No 1, Jalan P9E, Presint 9, 62200 Putrajaya, Putrajaya, WP Putrajaya",03-88883057
2.945500,102.493620,KLINIK KESIHATAN SERTING HILIR,"Bandar Seri Jempol, 72120 Bandar Seri Jempol, Jempol, Negeri Sembilan",06-4683829
2.951870,101.840494,KLINIK KESIHATAN SEMENYIH,"Kg Baru Cina, 43500 Semenyih, Hulu Langat, Selangor",03-87238355
2.953164,101.677440,KLINIK KESIHATAN PUTRAJAYA PRESINT 11,"Blok B-T00-U03 & 04, Pangsapuri Zon 6B, Presint 11, 62300 Putrajaya, Putrajaya, WP Putrajaya",03-88811732
2.953556,101.726309,KLINIK KESIHATAN PUTRAJAYA PRESINT 14,"Lot Bilik Bacaan, Blok Apartment 14-7, Kuarters Kakitangan Kerajaan, Presint 14, 62000 Putrajaya, Putrajaya, WP Putrajaya",03-88880107
2.955110,102.059860,KLINIK KESIHATAN JELEBU,"Klinik Kesihatan Jelebu, 71600 Kuala Klawang, Jelebu, Negeri Sembilan",06-6139497/ 9300/ 94
2.955740,102.224100,KLINIK KESIHATAN PERTANG,"Simpang Pertang, 72300 Pertang, Jelebu, Negeri Sembilan",06-4941287
2.963784,102.981827,KLINIK KESIHATAN PERANTAU DAMAI,"Perantau Damai, 26700 Muadzam Shah, Rompin, Pahang",09-4431333
2.978650,101.825710,KLINIK KESIHATAN KAJANG,"Jalan Semenyih, 43000 Kajang, Hulu Langat, Selangor",03-87395764
2.983110,114.957860,KLINIK KESIHATAN LONG JEEH,"Kampung Long Jeeh (D/A Peg. Kesihatan Daerah Baram, Jalan Hospital), 98050 Baram, Marudi, Sarawak",013-2865602
2.985880,101.771670,KLINIK KESIHATAN SG. CHUAH,"Kawasan Perindustrian Sungai Chua, Sungai Ramal Luar, 43000 Kajang, Hulu Langat, Selangor",03-87336775
2.989883,101.445698,KLINIK KESIHATAN BANDAR BOTANIK,"Blok B, Jalan Langat Bandar Botanik, 41200 Klang, Klang, Selangor",03-33244260
2.993980,101.619750,KLINIK KESIHATAN PUCHONG,"Batu 14, Jalan Puchong, 47100 Puchong, Petaling, Selangor",03-80611814
3.000833,101.393889,KLINIK KESIHATAN PELABUHAN KLANG,"PT 6/62, Jalan Limbungan, 42000 Klang, Klang, Selangor",03-31658459
3.002440,102.079250,KLINIK KESIHATAN TITI,"Titi, 71650 Jelebu, Jelebu, Negeri Sembilan",06-6111398
3.012981,112.586830,KLINIK KESIHATAN KUALA BALINGIAN,"Kampung Kuala Balingan, 96400 Mukah, Mukah, Sarawak",084-484265
3.013068,101.530713,KLINIK KESIHATAN BUKIT NAGA,"PT 93/65, Batu 6, Jalan Klinik, 42450 Klang, Klang, Selangor",03-31422785
3.014444,101.412778,KLINIK KESIHATAN PANDAMARAN,"Persiaran Raja Muda Musa, 42000 Klang, Klang, Selangor",03-31658769
3.018889,101.253333,KLINIK KESIHATAN PULAU KETAM,"PT 14208, Jalan Merdeka, 42490 Pelabuhan Klang, Klang, Selangor",03-31104206
3.020860,101.592510,KLINIK KESIHATAN BATU 13 ? PUCHONG,"Batu 13, Jalan Klang Lama, 47100 Puchong, Petaling, Selangor",03-80623984
3.023030,101.775670,KLINIK KESIHATAN SUNGAI SEKAMAT,"Batu 12 ?, Sungai Sekamat, 43000 Kajang, Hulu Langat, Selangor",03-87336312
3.024181,102.266040,KLINIK KESIHATAN PASOH 1,"Klinik Kesihatan Pasoh 1, Simpang Pertang, 72300 Jelebu, Jelebu, Negeri Sembilan",06-4951272
3.026010,102.369240,KLINIK KESIHATAN LUI MUDA,"Bandar Seri Jempol, 72120 Bandar Seri Jempol, Jempol, Negeri Sembilan",06-4691003
3.027400,101.711340,KLINIK KESIHATAN SERI KEMBANGAN,"Jalan Besar, 43300 Seri Kembangan, Petaling, Selangor",03-89455929
3.027420,101.746880,KLINIK KESIHATAN BALAKONG,"Kampung Baru Balakong, 43300 Balakong, Hulu Langat, Selangor","03-90213210/
 03-896"
